timestamp,raw_value,wavelet_value
datetime,int,float
T,,
2015-10-17 21:05:58.073435,455,631.58923406402016
2015-10-17 21:05:58.073598,457,522.42370489075347
2015-10-17 21:05:58.089232,457,522.66410276343004
2015-10-17 21:05:58.089420,458,522.90450063610638
2015-10-17 21:05:58.089585,458,523.14489850878294
2015-10-17 21:05:58.105210,457,523.3852963814594
2015-10-17 21:05:58.105394,455,523.62569425413585
2015-10-17 21:05:58.105553,456,523.86609212681242
2015-10-17 21:05:58.121271,458,524.10648999948876
2015-10-17 21:05:58.121454,460,524.34688787216533
2015-10-17 21:05:58.121629,458,524.58728574484178
2015-10-17 21:05:58.137049,450,524.82768361751823
2015-10-17 21:05:58.137239,441,525.0680814901948
2015-10-17 21:05:58.137400,438,525.30847936287114
2015-10-17 21:05:58.153172,438,525.54887723554771
2015-10-17 21:05:58.153360,440,525.78927510822416
2015-10-17 21:05:58.153524,443,526.02967298090061
2015-10-17 21:05:58.169163,447,526.27007085357718
2015-10-17 21:05:58.169356,451,526.51046872625352
2015-10-17 21:05:58.169524,457,526.75086659893009
2015-10-17 21:05:58.185166,463,526.99126447160654
2015-10-17 21:05:58.185355,465,527.231662344283
2015-10-17 21:05:58.185520,468,527.47206021695956
2015-10-17 21:05:58.201119,472,527.7124580896359
2015-10-17 21:05:58.201317,474,527.95285596231247
2015-10-17 21:05:58.201483,479,528.19325383498892
2015-10-17 21:05:58.217106,482,528.43365170766538
2015-10-17 21:05:58.217310,487,528.67404958034194
2015-10-17 21:05:58.217477,487,528.91444745301828
2015-10-17 21:05:58.233060,489,529.15484532569485
2015-10-17 21:05:58.233254,493,529.3952431983713
2015-10-17 21:05:58.233411,495,529.63564107104776
2015-10-17 21:05:58.249015,496,529.87603894372432
2015-10-17 21:05:58.249286,496,530.11643681640066
2015-10-17 21:05:58.249460,496,530.35683468907723
2015-10-17 21:05:58.264949,495,530.59723256175369
2015-10-17 21:05:58.265214,488,530.83763043443014
2015-10-17 21:05:58.265381,481,531.07802830710659
2015-10-17 21:05:58.280952,475,531.31842617978305
2015-10-17 21:05:58.281219,475,531.55882405245939
2015-10-17 21:05:58.281387,476,531.79922192513584
2015-10-17 21:05:58.281548,477,532.03961979781229
2015-10-17 21:05:58.297128,479,532.28001767048875
2015-10-17 21:05:58.297314,478,532.5204155431652
2015-10-17 21:05:58.297479,480,532.76081341584154
2015-10-17 21:05:58.313101,482,533.00121128851811
2015-10-17 21:05:58.313288,486,533.24160916119445
2015-10-17 21:05:58.313453,489,533.48200703387101
2015-10-17 21:05:58.329081,487,533.72240490654747
2015-10-17 21:05:58.329271,490,533.96280277922392
2015-10-17 21:05:58.329432,496,534.20320065190037
2015-10-17 21:05:58.345084,504,534.44359852457671
2015-10-17 21:05:58.345273,534,534.68399639725317
2015-10-17 21:05:58.345441,609,534.92439426992962
2015-10-17 21:05:58.361056,711,535.16479214260607
2015-10-17 21:05:58.361243,836,535.40519001528253
2015-10-17 21:05:58.361408,931,535.64558788795898
2015-10-17 21:05:58.377117,934,535.88598576063532
2015-10-17 21:05:58.377306,864,536.12638363331189
2015-10-17 21:05:58.377470,656,536.36678150598823
2015-10-17 21:05:58.393032,417,536.60717937866468
2015-10-17 21:05:58.393225,358,536.66925262090524
2015-10-17 21:05:58.393391,387,536.7313258631458
2015-10-17 21:05:58.408988,424,536.79339910538636
2015-10-17 21:05:58.409178,465,536.85547234762691
2015-10-17 21:05:58.409338,491,536.91754558986747
2015-10-17 21:05:58.424984,500,536.97961883210803
2015-10-17 21:05:58.425178,499,537.04169207434848
2015-10-17 21:05:58.425339,497,537.10376531658915
2015-10-17 21:05:58.440970,500,537.16583855882971
2015-10-17 21:05:58.441172,504,537.22791180107026
2015-10-17 21:05:58.441338,510,537.28998504331082
2015-10-17 21:05:58.456959,521,537.35205828555127
2015-10-17 21:05:58.457154,534,537.41413152779194
2015-10-17 21:05:58.457315,543,537.47620477003238
2015-10-17 21:05:58.472947,546,537.53827801227294
2015-10-17 21:05:58.473145,548,537.6003512545135
2015-10-17 21:05:58.473310,553,537.66242449675406
2015-10-17 21:05:58.488857,555,537.72449773899461
2015-10-17 21:05:58.489123,557,537.78657098123517
2015-10-17 21:05:58.489296,557,537.84864422347573
2015-10-17 21:05:58.504976,562,537.91071746571629
2015-10-17 21:05:58.505210,566,537.97279070795685
2015-10-17 21:05:58.505372,570,538.0348639501974
2015-10-17 21:05:58.520832,578,538.09693719243785
2015-10-17 21:05:58.521098,588,538.15901043467852
2015-10-17 21:05:58.521266,593,538.22108367691908
2015-10-17 21:05:58.536833,598,538.28315691915952
2015-10-17 21:05:58.537093,606,538.3452301614002
2015-10-17 21:05:58.537259,617,538.40730340364075
2015-10-17 21:05:58.537421,624,538.46937664588131
2015-10-17 21:05:58.552985,627,538.53144988812187
2015-10-17 21:05:58.553178,634,538.59352313036243
2015-10-17 21:05:58.553344,642,538.65559637260299
2015-10-17 21:05:58.568983,646,538.71766961484354
2015-10-17 21:05:58.569176,650,538.77974285708399
2015-10-17 21:05:58.569344,656,538.84181609932466
2015-10-17 21:05:58.584988,659,538.90388934156522
2015-10-17 21:05:58.585175,657,538.96596258380578
2015-10-17 21:05:58.585339,655,539.02544763559536
2015-10-17 21:05:58.600958,653,539.29447653128977
2015-10-17 21:05:58.601149,646,539.41544620383263
2015-10-17 21:05:58.601310,639,539.53641587637526
2015-10-17 21:05:58.616933,630,539.657385548918
2015-10-17 21:05:58.617126,617,539.77835522146074
2015-10-17 21:05:58.617292,597,539.8993248940036
2015-10-17 21:05:58.632997,574,540.02029456654623
2015-10-17 21:05:58.633186,556,540.14126423908897
2015-10-17 21:05:58.633374,538,540.26223391163171
2015-10-17 21:05:58.648892,520,540.38320358417457
2015-10-17 21:05:58.649082,503,540.50417325671719
2015-10-17 21:05:58.649242,491,540.62514292925994
2015-10-17 21:05:58.664874,478,540.74611260180268
2015-10-17 21:05:58.665067,467,540.86708227434553
2015-10-17 21:05:58.665229,460,540.98805194688816
2015-10-17 21:05:58.680872,459,541.10902161943091
2015-10-17 21:05:58.681067,456,541.22999129197365
2015-10-17 21:05:58.681229,451,541.3509609645165
2015-10-17 21:05:58.696875,448,541.47193063705913
2015-10-17 21:05:58.697077,450,541.59290030960187
2015-10-17 21:05:58.697248,452,541.71386998214462
2015-10-17 21:05:58.712805,453,541.83483965468747
2015-10-17 21:05:58.713009,452,541.9558093272301
2015-10-17 21:05:58.713173,451,542.07677899977284
2015-10-17 21:05:58.728827,452,542.19774867231558
2015-10-17 21:05:58.729031,454,542.31871834485844
2015-10-17 21:05:58.729195,455,542.43968801740107
2015-10-17 21:05:58.744733,457,542.56065768994381
2015-10-17 21:05:58.744997,456,542.68162736248655
2015-10-17 21:05:58.745163,454,542.80259703502941
2015-10-17 21:05:58.760800,457,542.92356670757204
2015-10-17 21:05:58.761061,463,543.04453638011478
2015-10-17 21:05:58.761249,465,543.16550605265752
2015-10-17 21:05:58.776471,467,543.28647572520038
2015-10-17 21:05:58.776614,471,543.407445397743
2015-10-17 21:05:58.776714,477,543.52841507028575
2015-10-17 21:05:58.776810,480,543.64938474282849
2015-10-17 21:05:58.792960,483,543.77035441537134
2015-10-17 21:05:58.793148,484,543.89132408791397
2015-10-17 21:05:58.793312,483,544.01229376045683
2015-10-17 21:05:58.808879,481,544.13326343299946
2015-10-17 21:05:58.809067,480,544.25423310554231
2015-10-17 21:05:58.809229,483,544.37520277808494
2015-10-17 21:05:58.824880,485,544.4961724506278
2015-10-17 21:05:58.825070,485,544.61714212317042
2015-10-17 21:05:58.825234,484,544.73811179571328
2015-10-17 21:05:58.840847,490,544.85908146825591
2015-10-17 21:05:58.841030,493,544.98005114079865
2015-10-17 21:05:58.841187,494,545.10102081334139
2015-10-17 21:05:58.856859,495,545.22199048588413
2015-10-17 21:05:58.857044,497,545.34296015842688
2015-10-17 21:05:58.857207,496,545.46392983096951
2015-10-17 21:05:58.872829,496,545.58489950351225
